.08;0.92;-0.06;18.84;-73.71;-24.89;
603684;27.86;31.89;100656.22;28.76;34.53;-0.12;0.99;0.06;-3.83;-26.24;35.08;
603798;27.86;31.90;100653.58;28.98;34.53;0.03;1.03;-0.05;-12.46;-6.76;9.54;
603912;27.86;31.89;100654.83;28.87;34.53;-0.07;0.99;0.04;-15.56;-4.47;-6.44;
604025;27.86;31.89;100655.85;28.79;34.53;-0.08;1.01;0.05;-3.47;-9.18;-3.54;
604138;27.86;31.90;100655.27;29.51;34.53;-0.08;0.97;0.01;-7.28;-2.95;-6.05;
604251;27.86;31.89;100653.85;28.95;34.53;-0.12;1.00;0.01;-16.56;-4.00;3.91;
604363;27.86;31.90;100655.78;28.79;34.53;-0.07;0.99;0.04;-24.23;-9.22;2.00;
604476;27.86;31.90;100657.81;28.62;34.53;-0.06;0.99;0.09;-15.51;-4.98;-5.59;
604590;27.86;31.89;100657.24;28.67;34.53;-0.13;1.00;0.08;-0.20;-1.79;-5.94;
604702;27.86;31.89;100655.71;28.80;34.53;-0.12;1.00;0.03;-15.82;-0.03;0.61;
604815;27.86;31.89;100654.69;28.88;34.53;-0.09;0.99;0.14;-10.09;-2.98;-1.42;
604930;27.86;31.89;100653.85;28.95;34.53;-0.11;0.98;0.08;-2.44;-1.68;-5.13;
605042;27.86;31.89;100655.53;28.81;34.53;-0.13;1.00;0.07;-18.90;-3.85;6.69;
605155;27.86;31.89;100655.71;28.80;34.53;-0.11;0.98;0.14;-6.84;-5.02;13.60;
605267;39.59;31.89;100654.19;28.92;34.53;-0.06;1.01;0.07;0.23;-3.83;3.86;
605379;27.86;31.86;100650.22;29.26;34.53;-0.12;0.99;0.06;-6.99;1.11;-5.59;
605491;27.86;31.89;100654.86;28.87;34.53;-0.10;0.98;0.10;-6.37;-3.40;10.00;
605603;27.86;31.89;100651.61;29.14;34.53;-0.08;1.01;0.07;-2.63;-3.24;3.86;
605715;27.86;31.88;100652.60;29.16;34.53;-0.11;1.00;0.08;-9.73;-2.44;-0.96;
605828;39.10;31.90;100653.24;29.00;34.53;-0.11;0.99;0.09;-6.24;-5.34;7.24;
605939;27.86;31.90;100654.25;28.92;34.53;-0.08;1.02;0.08;-5.48;-4.56;6.17;
606051;27.86;31.83;100642.57;29.90;34.53;-0.09;0.99;0.08;-9.92;-3.10;-0.72;
606163;27.86;31.90;100653.41;28.99;34.53;-0.10;0.99;0.08;-5.88;-5.18;1.82;
