31;33.53;0.01;0.82;0.11;30.23;-176.47;-5.50;
283309;24.93;30.49;100659.53;28.48;33.53;-0.00;1.09;0.09;5.94;-221.36;-21.88;
283423;24.93;30.50;100660.79;28.37;33.53;0.01;0.90;0.08;8.38;-245.15;-31.22;
283537;24.93;30.49;100660.49;28.40;33.53;0.03;1.35;0.10;-29.24;-264.26;-48.66;
283653;24.93;30.49;100660.96;28.36;33.53;0.02;0.90;0.06;-3.91;-270.81;-12.76;
283767;24.93;30.50;100661.30;28.33;33.53;-0.01;1.05;0.11;-7.65;-273.33;7.98;
283881;24.93;30.50;100664.96;28.02;33.53;0.03;1.15;0.10;-23.30;-274.82;-46.58;
283997;24.93;30.50;100659.78;28.46;33.53;0.02;1.00;0.11;47.91;-269.91;15.73;
284111;24.93;30.49;100657.28;28.67;33.53;0.02;1.00;0.08;-32.85;-266.73;16.52;
284226;33.73;30.50;100660.11;28.43;33.53;0.02;1.01;0.10;6.89;-243.82;-58.32;
284340;24.93;30.49;100660.32;28.41;33.53;0.02;1.03;0.10;57.18;-234.70;-4.61;
284453;24.93;30.50;100659.89;28.45;33.53;-0.00;1.15;0.09;-59.82;-231.77;-4.60;
284569;24.93;30.50;100663.10;28.18;33.53;0.02;0.92;0.10;15.86;-216.90;-23.16;
284684;24.93;30.51;100661.88;28.28;33.53;0.01;1.02;0.09;-63.74;-219.02;6.79;
284797;24.93;30.51;100663.85;28.12;33.53;0.02;1.15;0.10;28.64;-201.57;-72.73;
284913;24.93;30.51;100661.31;28.33;33.53;0.03;1.03;0.11;-18.66;-207.39;-24.63;
285029;24.93;30.51;100662.72;28.21;33.53;0.02;0.95;0.09;-0.63;-199.40;-18.66;
285144;24.93;30.51;100666.21;27.92;33.53;0.02;0.92;0.11;-17.07;-183.18;-6.64;
285258;24.93;30.50;100661.30;28.33;33.53;0.02;0.98;0.09;-10.70;-156.38;-23.74;
285374;24.93;30.51;100663.07;28.18;33.53;0.02;1.03;0.11;9.65;-132.03;-1.39;
285487;24.93;30.51;100661.21;28.11;33.53;0.03;0.64;0.08;-9.63;-106.44;-9.86;
285600;24.93;30.50;100662.48;28.23;33.53;0.03;0.20;0.07;-50.85;-95.79;-13.33;
285716;24.93;30.51;100667.74;27.79;33.53;-0.28;1.57;0.33;400.76;-104.69;111.27;
285833;24.93;30.51;100667.89;27.78;33.53;-0.01;0.80;0.15;-79.83;-122.63;-110.35;
285950;24.93;30.50;100665.19;28.00;33.53;-0.01;0.44;0.09;334.47;-70.90;-30.92;
286066;32.75;30.52;100671.02;27.52;33.53;0.00;0.84;0.03;66.92;-86.58;-6.06;
286179;24.93;30.52;100673.11;27.34;33.53;0.17;1.09;0.20;-124.70;-69.50;71.34;
286294;24.93;30.51;100671.78;27.45;33.53;0.01;0.96;0.04;195.25;-5.66;-145.51;
286408;24.93;30.53;100677.35;26.99;33.53;0.03;1.12;0.12;-319.25;-31.45;141.68;
286525;24.93;30.53;100681.40;26.72;33.53;-0.02;0.99;0.07;167.05;61.69;-85.01;
286640;24.93;30.53;100685.29;26.32;33.53;-0.00;1.04;0.06;-307.85;47.18;76.72;
286754;24.93;30.54;100686.27;26.24;33.53;0.02;1.16;0.12;-6.52;99.63;-7.74;
286866;25.42;30.54;100686.78;26.20;33.53;0.01;1.13;0.08;-238.78;99.54;-27.80;
286981;24.93;30.52;100688.15;26.08;33.53;0.02;1.16;0.11;-13.13;119.19;-16.96;
287095;24.93;30.54;100693.31;25.65;33.53;-0.02;1.11;0.12;-127.68;106.61;-65.62;
287212;24.93;30.54;100694.15;25.58;33.53;0.01;1.07;0.11;-1.25;105.94;-15.24;
287327;33.24;30.55;100698.66;25.20;33.53;0.00;1.02;0.10;-59.04;89.71;3.85;
287438;24.93;30.54;100701.66;24.95;33.53;0.00;0.94;0.10;11.74;67.37;88.44;
287550;24.93;30.54;100702.10;24.91;33.53;-0.01;1.02;0.10;2.95;30.09;120.52;
287663;24.93;30.53;100702.19;24.91;33.53;-0.01;0.99;0.10;30.93;-5.91;134.85;
287776;24.93;30.54;100707.17;24.49;33.53;-0.01;1.04;0.08;50.40;-39.79;143.16;
287891;24.93;30.55;100707.44;24.46;33.53;0.01;1.03;0.10;104.38;-56.98;115.47;
288006;23.46;30.54;100709.71;24.28;33.53;0.02;1.03;0.10;62.47;-65.50;63.71;
288118;24.93;30.54;100708.58;24.37;33.53;0.02;0.96;0.10;58.23;-54.17;8.26;
288231;24.93;30.54;100709.26;24.31;33.53;0.03;0.95;0.09;17.86;-28.41;-34.81;
288345;24.93;30.53;100711.83;24.10;33.53;0.02;0.93;0.07;-27.91;4.37;-64.84;
288457;24.93;30.54;100714.60;23.70;33.53;0.03;1.06;0.08;-85.60;33.80;-88.89;
288571;24.93;30.54;100714.50;23.88;33.53;0.03;1.11;0.08;-84.85;63.53;-99.04;
288685;24.93;30.54;100719.17;23.48;33.53;0.02;1.04;0.10;-71.68;83.42;-128.95;
288799;24.93;30.54;100719.34;23.47;33.53;0.21;2.07;-0.22;39.92;-60.38;-191.13;
288915;24.93;30.53;100719.33;23.47;33.53;0.36;0.77;-0.73;-310.44;-158.95;-85.57;
289033;24.93;30.54;100718.39;23.55;33.53;0.11;1.19;0.18;-87.15;-109.95;-22.40;
289149;24.93;30.55;100722.96;23.17;33.53;0.10;1.08;0.16;-70.63;-40.53;-20.06;
289264;24.93;30.55;100718.77;23.52;33.53;0.33;0.91;0.33;-83.45;-5.39;-91.95;
289378;24.93;30.54;100719.85;23.43;33.53;0.23;0.75;-0.03;41.98;-37.89;5.42;
289490;24.93;30.55;100724.32;23.05;33.53;0.51;0.79;-0.04;-48.47;60.93;4.75;
289603;24.93;30.55;100721.82;23.23;33.53;0.45;0.96;0.14;4.53;32.21;150.84;
289715;24.93;30.54;100722.72;23.19;33.53;-0.22;0.32;0.47;47.73;125.79;6.69;
289827;54.25;30.56;100725.91;22.92;33.53;-1.83;0.42;0.73;-331.30;29.82;-334.50;
289944;24.93;30.55;100722.32;23.22;33.53;-0.63;1.28;0.54;-234.50;-140.89;-201.27;
290064;24.93;30.55;100720.25;23.39;33.53;0.58;0.78;-0.39;52.37;36.31;-193.85;
290179;24.93;30.55;100720.94;24.01;33.53;0.13;1.09;0.03;-73.54;-44.75;106.31;
290293;24.93;30.55;100721.27;23.31;33.53;0.21;0.46;0.42;-233.59;67.98;138.43;
290408;24.93;30.54;100718.66;23.53;33.53;0.09;1.32;0.37;6.37;-25.98;98.34;
290520;24.93;30.55;100720.25;23.39;33.53;0.37;0.62;0.33;59.59;-21.39;25.86;
290632;24.93;30.54;100720.02;23.41;33.53;0.26;0.81;0.07;-54.31;6.24;83.19;
290744;24.93;30.55;100719.58;23.45;33.53;0.32;0.91;0.35;-54.47;24.67;28.66;
290857;24.93;30.55;100722.63;23.90;33.53;0.20;1.00;0.20;14.34;17.16;28.15;
290969;24.93;30.55;100722.63;23.19;33.53;-0.07;1.18;0.19;-52.46;23.98;-21.62;
291084;24.93;30.55;100724.14;23.07;33.53;0.07;0.81;0.32;-40.37;69.16;-66.72;
291197;24.93;30.55;100722.11;23.24;33.53;0.59;1.11;0.18;-15.73;152.29;21.79;
291311;24.93;30.57;100724.66;23.02;33.53;0.46;0.92;0.64;139.54;63.30;86.46;
291424;24.93;30.55;100722.96;23.17;33.53;0.12;0.74;0.48;42.21;-19.65;59.68;
291536;24.93;30.55;100722.28;23.78;33.53;0.30;0.74;0.42;-22.56;-87.44;-57.82;
291651;24.93;30.55;100719.24;23.48;33.53;0.35;1.18;0.23;23.30;-76.38;-165.34;
291767;24.93;30.56;100721.38;23.30;33.53;0.11;1.17;0.36;1.77;-44.98;122.95;
291879;24.93;30.55;100718.74;23.52;33.53;-0.13;1.11;0.11;-51.85;-157.74;16.90;
291995;24.93;30.56;100720.84;23.34;33.53;-0.15;0.88;0.14;-60.69;-269.45;35.13;
292111;24.93;30.55;100718.57;23.29;33.53;0.08;0.82;0.16;-45.40;-221.88;47.34;
292226;24.93;30.52;100714.63;23.87;33.53;0.05;1.00;0.19;-28.43;-220.72;-7.76;
292340;24.93;30.56;100721.85;23.26;33.53;0.16;1.12;0.12;-102.29;-196.09;-37.56;
292457;24.93;30.55;100721.44;23.29;33.53;0.57;1.40;-0.10;-94.95;-232.89;-118.90;
292576;24.93;30.56;100722.19;23.20;33.53;0.35;0.97;0.03;-3.36;-214.78;-83.33;
292690;24.93;30.56;100722.53;23.20;33.53;0.27;0.84;-0.12;10.99;-213.01;-58.66;
292806;24.93;30.56;100720.50;23.37;33.53;0.23;0.78;-0.07;-50.61;-213.19;-17.95;
292923;24.93;30.52;100717.67;23.61;33.53;0.30;0.84;0.23;24.23;-126.61;37.80;
293037;24.93;30.57;100723.49;23.12;33.53;0.28;1.02;0.12;27.21;-54.67;91.21;
293149;24.93;30.57;100722.94;23.17;33.53;0.44;1.14;-0.36;59.04;75.53;74.47;
293262;24.93;30.57;100722.10;23.24;33.53;0.62;1.26;-0.84;158.06;-2.32;240.00;
293378;24.93;30.57;100721.78;23.27;33.53;0.64;0.64;-0.09;-119.18;66.24;127.02;
293493;24.93;30.56;100715.94;23.75;33.53;0.48;0.14;0.14;-112.98;19.39;-89.18;
293608;33.24;30.54;100713.59;23.95;33.53;0.18;0.46;0.23;-122.52;-195.98;-224.75;
293726;24.93;30.57;100718.88;23.51;33.53;0.05;1.04;0.17;-16.95;-171.21;-25.15;
293841;24.93;30.57;100719.05;23.50;33.53;0.51;1.02;0.34;65.50;-92.78;-48.92;
293955;24.93;30.56;100714.42;23.88;33.53;0.56;0.88;-0.10;5.45;-20.37;-108.70;
294070;24.93;30.58;100718.79;23.52;33.53;0.22;1.09;-0.02;64.79;127.82;192.69;
294185;24.93;30.58;100722.00;23.55;33.53;0.76;0.70;0.19;-28.84;-43.05;44.85;
294299;24.93;30.58;100721.53;23.29;33.53;0.53;0.71;-0.10;62.17;113.33;-86.56;
294529;38.61;30.58;100719.33;23.47;33.53;0.01;1.07;-0.40;134.05;131.65;-53.74;
294644;24.93;30.58;100716.79;23.68;33.53;-0.39;1.19;-0.46;-26.70;62.76;-12.47;
294760;24.93;30.58;100717.47;23.56;33.53;-0.14;0.85;-0.24;-48.53;-116.03;-81.54;
294878;24.93;30.58;100715.92;23.76;33.53;-0.20;0.75;-0.21;21.45;-168.95;-199.62;
294996;24.93;30.58;100717.94;23.59;33.53;-0.32;0.86;-0.20;-22.99;-234.69;-150.60;
295115;24.93;30.59;100719.24;23.48;33.53;-0.16;0.74;0.24;109.05;-96.64;100.53;
295231;24.93;30.58;100718.62;23.53;33.53;1.22;0.95;-0.06;5.22;-87.42;312.26;
295345;24.93;30.58;100723.02;23.16;33.53;-0.01;1.44;-0.67;1.48;121.97;-161.02;
295460;24.93;30.58;100723.19;23.15;33.53;-0.20;1.17;-0.63;-99.82;70.35;-299.80;
295577;24.93;30.59;100720.92;23.34;33.53;-0.48;0.80;-0.47;-58.06;25.31;-191.01;
295695;24.93;30.59;100725.92;22.92;33.53;-0.06;0.18;1.10;-76.49;13.76;-128.69;
295811;24.93;30.57;100722.44;23.21;33.53;-0.79;1.33;-0.45;83.62;112.78;-429.83;
295927;24.93;30.59;100723.90;23.09;33.53;-1.12;0.30;-0.42;-48.15;9.22;-341.83;
296043;24.93;30.59;100723.57;23.12;33.53;-0.73;-0.01;-0.16;-97.66;-110.63;38.41;
296161;26.39;30.52;100715.98;23.75;33.53;-0.80;-0.19;0.00;-116.46;-99.25;-207.57;
296281;31.77;30.50;100711.61;24.12;33.53;-0.94;-0.46;0.51;14.79;21.15;123.25;
296395;24.93;30.56;100721.72;23.27;33.53;-0.95;0.22;-0.21;-25.69;37.15;188.89;
296511;24.93;30.56;100721.04;23.33;33.53;-0.81;0.22;0.10;36.21;12.82;140.47;
296625;24.93;30.58;100723.52;23.12;33.53;-0.79;0.39;0.05;-6.84;53.39;219.71;
296738;24.93;30.58;100722.34;23.22;33.53;-0.63;0.39;0.07;62.08;94.47;261.91;
296852;24.93;30.58;100721.66;23.28;33.53;-0.59;0.84;-0.17;13.45;43.04;104.85;
296967;24.93;30.58;100721.36;23.30;33.53;-0.62;0.85;-0.20;-7.92;-15.04;39.37;
297082;24.93;30.58;100721.16;23.32;33.53;-0.54;0.90;-0.17;-108.44;117.57;253.33;
297200;24.93;30.59;100722.72;23.19;33.53;-0.10;0.99;-0.20;-90.02;73.69;214.66;
297316;24.93;30.59;100721.71;23.27;33.53;-0.19;0.95;-0.09;-27.36;23.86;124.55;
297432;24.93;30.59;100721.71;23.27;33.53;-0.03;1.01;0.00;-45.88;39.11;24.08;
297545;24.93;30.59;100721.53;23.29;33.53;-0.04;1.10;-0.08;-18.46;50.18;9.80;
297659;24.93;30.59;100720.35;23.35;33.53;-0.04;0.99;-0.03;-21.05;46.90;-24.82;
297775;24.93;30.60;100720.32;23.39;33.53;-0.02;0.95;0.14;-27.71;124.64;-50.20;
297891;24.93;30.60;100719.47;23.46;33.53;-0.12;0.89;0.09;1.21;23.88;-81.42;
298004;24.93;30.60;100718.91;23.51;33.53;0.01;1.12;-0.01;-15.76;27.10;44.09;
