836304;34.70;39.16;100780.64;18.34;44.53;-0.22;0.98;0.13;-6.40;-5.66;2.63;
836416;34.70;39.16;100782.02;18.22;44.53;-0.20;0.98;0.09;-4.35;-5.30;2.00;
836528;34.70;39.15;100782.61;18.17;43.53;-0.18;0.98;0.07;-4.20;-2.41;2.31;
836639;34.70;39.16;100780.30;18.37;44.53;-0.17;0.97;0.11;-3.24;-2.82;2.35;
836751;34.70;39.17;100783.94;18.06;44.53;-0.19;0.98;0.12;-4.26;-1.21;2.72;
836862;34.70;39.16;100780.99;18.31;44.53;-0.17;0.98;0.09;-5.21;0.76;2.50;
836974;34.70;39.17;100782.05;18.22;43.53;-0.19;0.98;0.09;-5.07;-3.08;2.15;
837086;34.70;39.17;100780.68;18.33;43.53;-0.19;0.98;0.09;-3.42;-3.37;1.95;
837197;34.70;39.16;100780.94;18.23;44.53;-0.18;0.98;0.09;-4.27;-2.66;2.46;
837309;34.70;39.17;100782.47;18.19;44.53;-0.16;0.97;0.09;-4.44;-2.03;2.49;
837421;34.70;39.16;100781.11;18.30;43.53;-0.17;0.98;0.05;-4.85;0.49;2.38;
837532;34.70;39.16;100781.63;18.26;44.53;-0.18;0.99;0.05;-4.23;-4.20;1.30;
837644;34.70;39.17;100778.97;18.48;44.53;-0.17;0.98;0.09;-3.59;-0.35;2.53;
837755;34.70;39.17;100778.11;18.55;44.53;-0.17;0.98;0.08;-5.07;-1.27;2.27;
837867;34.70;39.17;100782.57;18.18;44.53;-0.19;0.98;0.10;-5.08;-3.98;2.41;
837980;34.70;39.17;100784.40;18.03;43.53;-0.18;0.99;0.10;-3.98;-6.61;2.35;
838091;34.70;39.18;100783.64;18.09;44.53;-0.16;0.97;0.06;-4.92;-2.70;2.87;
838203;34.70;39.18;100784.49;18.02;44.53;-0.18;0.98;0.07;-4.27;-1.79;2.43;
838315;34.70;39.17;100780.46;18.36;44.53;-0.17;0.98;0.10;-3.97;-0.95;2.06;
838426;34.70;39.18;100781.58;18.44;43.53;-0.16;0.98;0.10;-3.94;-1.51;1.50;
838538;34.70;39.17;100780.34;18.36;43.53;-0.19;0.99;0.10;-4.99;-1.11;2.37;
838649;34.70;39.17;100783.42;18.11;43.53;-0.19;0.98;0.05;-4.40;-1.53;1.54;
838761;34.70;39.17;100778.80;18.49;44.53;-0.18;0.98;0.10;-3.94;-2.27;2.14;
838873;34.70;39.18;100780.72;18.33;43.53;-0.18;0.98;0.12;-4.69;-2.72;2.55;
838984;34.70;39.18;100783.64;18.09;43.53;-0.17;0.98;0.08;-4.60;-2.14;2.14;
839096;34.70;39.18;100779.52;18.43;44.53;-0.19;0.97;0.11;-4.11;-1.18;2.14;
839208;34.70;39.17;100778.46;18.52;43.53;-0.16;0.98;0.08;-4.95;0.73;2.14;
839319;34.70;39.18;100776.78;18.66;44.53;-0.16;0.97;0.10;-3.79;-0.52;2.90;
839431;34.70;39.17;100775.14;18.80;43.53;-0.18;0.97;0.15;-2.64;-3.10;1.57;
839543;34.70;39.17;100778.41;18.52;44.53;-0.19;0.98;0.09;-5.40;-2.52;1.51;
839655;34.70;39.17;100778.11;18.54;44.53;-0.17;0.98;0.06;-5.34;-0.14;2.40;
839767;34.70;39.17;100780.12;18.38;44.53;-0.17;0.98;0.05;-6.26;-0.32;1.68;
839878;34.70;39.18;100778.67;18.50;43.53;-0.15;0.99;0.09;-2.58;-2.12;1.88;
839990;34.70;39.18;100780.72;18.33;44.53;-0.20;0.98;0.14;-4.60;-2.15;1.83;
840101;34.70;39.17;100779.94;18.40;43.53;-0.21;0.98;0.13;-5.89;-2.53;2.50;
840213;34.70;39.17;100779.32;18.45;43.53;-0.18;0.98;0.08;-4.50;-1.54;2.05;
840325;34.70;39.17;100778.97;18.48;43.53;-0.16;0.99;0.10;-3.68;-3.48;1.18;
840436;34.70;39.17;100777.03;18.64;44.53;-0.18;0.98;0.08;-5.24;-2.15;2.23;
840548;34.70;39.18;100780.55;18.35;43.53;-0.20;0.98;0.09;-6.61;-2.73;2.12;
840659;34.70;39.18;100782.60;18.18;44.53;-0.18;0.97;0.10;-4.61;-1.15;2.32;
840772;34.70;39.19;100783.85;18.07;44.53;-0.17;0.97;0.10;-3.88;-1.50;1.71;
840884;34.70;39.19;100782.78;18.16;44.53;-0.19;0.98;0.14;-3.10;-1.31;2.32;
840995;34.70;39.19;100782.91;18.15;44.53;-0.19;0.98;0.10;-4.34;-2.32;2.50;
841107;34.70;39.19;100781.44;18.27;43.53;-0.17;0.98;0.09;-4.14;-3.11;2.40;
841219;34.70;39.18;100780.47;18.35;44.53;-0.17;0.97;0.08;-4.41;4.06;1.85;
841330;34.70;39.18;100779.17;18.46;44.53;-0.17;0.98;0.11;-2.81;-0.24;0.56;
841442;34.70;39.19;100781.10;18.30;44.53;-0.15;0.98;0.09;-3.68;-2.84;1.82;
841553;34.70;39.19;100784.36;18.03;44.53;-0.15;0.98;0.09;-5.10;-1.80;2.02;
841665;34.70;39.19;100782.74;18.16;44.53;-0.18;0.98;0.09;-5.57;-5.31;2.58;
841777;34.70;39.19;100783.16;18.13;44.53;-0.19;0.98;0.07;-4.52;-1.40;2.00;
841888;34.70;39.19;100783.67;18.09;44.53;-0.16;0.98;0.07;-4.43;-0.37;0.79;
842000;34.70;39.20;100786.97;18.05;43.53;-0.16;0.98;0.09;-4.52;-0.76;1.79;
842112;34.70;39.18;100787.14;17.80;43.53;-0.18;0.98;0.11;-5.08;-6.32;2.70;
842224;34.70;39.19;100787.78;17.74;44.53;-0.17;0.98;0.08;-6.85;-1.36;2.50;
842336;34.70;39.18;100786.03;17.89;44.53;-0.19;0.98;0.05;-4.92;-0.98;2.50;
842447;34.70;39.18;100785.44;17.94;44.53;-0.22;0.98;0.05;-3.68;-2.26;2.49;
842559;34.70;39.19;100784.19;18.04;44.53;-0.19;0.98;0.07;-3.85;-0.12;1.69;
842671;34.70;39.18;100783.97;18.06;43.53;-0.17;0.98;0.07;-3.94;-0.75;2.26;
842782;34.70;39.18;100784.58;18.01;44.53;-0.19;0.98;0.05;-4.14;0.18;2.12;
842894;34.70;39.18;100782.27;18.20;44.53;-0.17;0.99;0.06;-3.59;-1.36;2.35;
843005;34.70;39.18;100782.35;18.20;43.53;-0.18;0.98;0.09;-5.10;-3.94;3.33;
843117;34.70;39.18;100784.07;18.05;44.53;-0.18;0.98;0.14;-3.86;-5.79;1.66;
843229;34.70;39.19;100781.78;18.23;43.53;-0.18;0.97;0.10;-4.31;-0.29;2.81;
843340;34.70;39.19;100785.56;17.93;44.53;-0.16;0.98;0.11;-4.27;-1.18;2.43;
843452;34.70;39.19;100783.16;18.13;44.53;-0.14;1.00;0.10;-3.40;-4.76;2.20;
843564;34.70;39.19;100782.64;18.17;44.53;-0.25;0.97;0.13;-5.24;-1.30;2.85;
843675;34.70;39.20;100788.68;17.67;44.53;-0.14;0.99;0.08;-6.00;2.50;-0.40;
843788;34.70;39.20;100785.25;17.95;44.53;-0.15;0.98;0.08;-4.63;-2.55;2.41;
843899;34.70;39.20;100787.83;17.74;44.53;-0.17;0.98;0.09;-3.71;-1.59;2.11;
844011;34.70;39.21;100787.35;17.78;43.53;-0.16;0.98;0.11;-3.25;-3.10;2.08;
844123;34.70;39.21;100787.69;17.75;43.53;-0.16;0.97;0.11;-2.34;-1.34;2.34;
844234;34.70;39.21;100790.60;17.51;43.53;-0.17;0.98;0.08;-3.74;-0.95;2.00;
844346;34.70;39.20;100789.20;17.62;43.53;-0.16;0.97;0.08;-3.40;-1.97;2.21;
844457;34.70;39.20;100786.97;17.68;44.53;-0.20;0.98;0.10;-4.08;0.05;2.08;
844569;34.70;39.20;100789.36;17.61;43.53;-0.16;0.97;0.12;-3.82;-0.89;1.63;
844681;34.70;39.20;100789.20;17.62;44.53;-0.18;0.98;0.11;-5.07;-4.69;2.41;
844792;34.70;39.20;100789.97;17.56;43.53;-0.19;0.98;0.08;-4.99;-0.49;2.11;
844904;34.70;39.21;100790.26;17.53;44.53;-0.18;0.98;0.08;-4.00;-2.52;1.97;
845016;34.70;39.20;100789.80;17.57;43.53;-0.16;0.97;0.11;-3.39;-2.75;2.37;
845127;34.70;39.21;100789.41;17.61;43.53;-0.18;0.98;0.13;-4.85;-0.44;2.93;
845239;34.70;39.21;100789.58;17.59;44.53;-0.18;0.98;0.10;-6.03;-0.50;2.79;
845351;34.70;39.20;100788.00;17.72;44.53;-0.18;0.99;0.07;-5.01;-2.06;1.92;
845463;34.70;39.20;100787.83;17.74;43.53;-0.18;0.98;0.09;-5.16;-2.87;1.82;
845575;34.70;39.20;100791.17;17.39;44.53;-0.18;0.98;0.07;-3.79;-1.42;2.43;
845686;34.70;39.19;100786.33;17.86;44.53;-0.17;0.98;0.09;-3.18;-2.40;1.88;
845798;34.70;39.19;100787.78;17.74;43.53;-0.17;0.98;0.13;-4.26;-2.47;2.15;
845910;34.70;39.19;100786.24;17.87;43.53;-0.18;0.98;0.12;-5.63;-1.85;2.53;
846021;34.70;39.20;100789.88;17.57;44.53;-0.19;0.98;0.10;-4.89;-3.28;2.26;
846133;34.70;39.20;100788.94;17.65;44.53;-0.19;0.98;0.08;-5.27;-3.25;2.14;
846244;34.70;39.20;100788.00;17.72;44.53;-0.19;0.97;0.08;-4.46;-3.10;2.40;
846356;34.70;39.20;100789.71;17.58;43.53;-0.18;0.98;0.07;-4.40;-1.95;2.27;
846468;34.70;39.20;100789.80;17.57;43.53;-0.19;0.99;0.07;-3.56;-0.99;2.87;
846580;34.70;39.20;100789.97;17.56;44.53;-0.17;0.97;0.11;-3.51;-0.26;2.02;
